"ee.Taxon","Definition.x","Definition.y","N"
"human","organic cyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic cyclic compound","ovary epithelial cancer",2
"human","organic cyclic compound","ovarian carcinoma",2
"human","heteroarene","malignant ovarian surface epithelial-stromal neoplasm",2
"human","heteroarene","ovary epithelial cancer",2
"human","heteroarene","ovarian carcinoma",2
"human","organonitrogen compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organonitrogen compound","ovary epithelial cancer",2
"human","organonitrogen compound","ovarian carcinoma",2
"human","polyatomic entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","polyatomic entity","ovary epithelial cancer",2
"human","polyatomic entity","ovarian carcinoma",2
"human","organochalcogen compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organochalcogen compound","ovary epithelial cancer",2
"human","organochalcogen compound","ovarian carcinoma",2
"human","organooxygen compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organooxygen compound","ovary epithelial cancer",2
"human","organooxygen compound","ovarian carcinoma",2
"human","triazines","reproductive system disease",2
"human","triazines","female reproductive system disease",2
"human","triazines","adenocarcinoma",2
"human","N-glycosyl-1,3,5-triazine","reproductive system disease",2
"human","N-glycosyl-1,3,5-triazine","female reproductive system disease",2
"human","N-glycosyl-1,3,5-triazine","adenocarcinoma",2
"human","organic molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic molecular entity","ovary epithelial cancer",2
"human","organic molecular entity","ovarian carcinoma",2
"human","azaarene","adenocarcinoma",2
"human","nitrogen molecular entity","malignant ovarian surface epithelial-stromal neoplasm",2
"human","nitrogen molecular entity","ovary epithelial cancer",2
"human","nitrogen molecular entity","ovarian carcinoma",2
"human","heterocyclic compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","heterocyclic compound","ovary epithelial cancer",2
"human","heterocyclic compound","ovarian carcinoma",2
"human","nucleoside analogue","reproductive system disease",2
"human","nucleoside analogue","female reproductive system disease",2
"human","nucleoside analogue","adenocarcinoma",2
"human","glycosyl compound","malignant ovarian surface epithelial-stromal neoplasm",2
"human","glycosyl compound","ovary epithelial cancer",2
"human","glycosyl compound","ovarian carcinoma",2
"human","carbohydrate derivative","malignant ovarian surface epithelial-stromal neoplasm",2
"human","carbohydrate derivative","ovary epithelial cancer",2
"human","carbohydrate derivative","ovarian carcinoma",2
"human","organic molecule","malignant ovarian surface epithelial-stromal neoplasm",2
"human","organic molecule","ovary epithelial cancer",2
"human","organic molecule","ovarian carcinoma",2
"human","carbohydrates and carbohydrate derivatives","malignant ovarian surface epithelial-stromal neoplasm",2
"human","carbohydrates and carbohydrate derivatives","ovary epithelial cancer",2
"human","carbohydrates and carbohydrate derivatives","ovarian carcinoma",2
"human","2'-deoxyribonucleoside","ovarian disease",2
"human","2'-deoxyribonucleoside","female reproductive organ cancer",2
"human","2'-deoxyribonucleoside","reproductive system disease",2
"human","2'-deoxyribonucleoside","reproductive organ cancer",2
"human","2'-deoxyribonucleoside","gonadal disease",2
"human","2'-deoxyribonucleoside","female reproductive system disease",2
"human","2'-deoxyribonucleoside","ovarian cancer",2
"human","deoxyribonucleoside","ovarian disease",2
"human","deoxyribonucleoside","female reproductive organ cancer",2
"human","deoxyribonucleoside","reproductive system disease",2
"human","deoxyribonucleoside","reproductive organ cancer",2
"human","deoxyribonucleoside","gonadal disease",2
"human","deoxyribonucleoside","female reproductive system disease",2
"human","deoxyribonucleoside","ovarian cancer",2
"human","oxolanes","ovarian disease",2
"human","oxolanes","female reproductive organ cancer",2
"human","oxolanes","reproductive system disease",2
"human","oxolanes","reproductive organ cancer",2
"human","oxolanes","gonadal disease",2
"human","oxolanes","female reproductive system disease",2
"human","oxolanes","ovarian cancer",2
"human","nucleoside","ovarian disease",2
"human","nucleoside","female reproductive organ cancer",2
"human","nucleoside","reproductive system disease",2
"human","nucleoside","reproductive organ cancer",2
"human","nucleoside","gonadal disease",2
"human","nucleoside","female reproductive system disease",2
"human","nucleoside","ovarian cancer",2
"human","oxacycle","ovarian disease",2
"human","oxacycle","gonadal disease",2
"human","oxacycle","ovarian cancer",2
"human","tetrahydrofuranol","ovarian disease",2
"human","tetrahydrofuranol","female reproductive organ cancer",2
"human","tetrahydrofuranol","reproductive system disease",2
"human","tetrahydrofuranol","reproductive organ cancer",2
"human","tetrahydrofuranol","gonadal disease",2
"human","tetrahydrofuranol","female reproductive system disease",2
"human","tetrahydrofuranol","ovarian cancer",2
"human","monohydroxytetrahydrofuran","ovarian disease",2
"human","monohydroxytetrahydrofuran","female reproductive organ cancer",2
"human","monohydroxytetrahydrofuran","reproductive system disease",2
"human","monohydroxytetrahydrofuran","reproductive organ cancer",2
"human","monohydroxytetrahydrofuran","gonadal disease",2
"human","monohydroxytetrahydrofuran","female reproductive system disease",2
"human","monohydroxytetrahydrofuran","ovarian cancer",2
"human","5-aza-2'-deoxycytidine","ovarian disease",2
"human","5-aza-2'-deoxycytidine","female reproductive organ cancer",2
"human","5-aza-2'-deoxycytidine","reproductive system disease",2
"human","5-aza-2'-deoxycytidine","reproductive organ cancer",2
"human","5-aza-2'-deoxycytidine","gonadal disease",2
"human","5-aza-2'-deoxycytidine","female reproductive system disease",2
"human","5-aza-2'-deoxycytidine","ovarian cancer",2
"human","nucleobase-containing molecular entity","ovarian disease",2
"human","nucleobase-containing molecular entity","female reproductive organ cancer",2
"human","nucleobase-containing molecular entity","reproductive organ cancer",2
"human","nucleobase-containing molecular entity","gonadal disease",2
"human","nucleobase-containing molecular entity","ovarian cancer",2
"mouse","oxygen molecular entity","acute myeloid leukemia",2
"mouse","polyketide","leukemia",2
"mouse","polyketide","myeloid leukemia",2
"mouse","tetracyclines","leukemia",2
"mouse","tetracyclines","myeloid leukemia",2
"mouse","chalcogen molecular entity","acute myeloid leukemia",2
"mouse","organochalcogen compound","myeloid leukemia",2
"mouse","organooxygen compound","myeloid leukemia",2
"mouse","doxycycline","leukemia",2
"mouse","doxycycline","hematologic cancer",2
"mouse","doxycycline","hematopoietic system disease",2
"mouse","doxycycline","myeloid leukemia",2
"mouse","biological role","carcinoma",2
"mouse","role","carcinoma",2
"human","nitrile","hematologic cancer",2
"human","nitrile","hematopoietic system disease",2
"human","molecular entity","mature T-cell and NK-cell lymphoma",2
"human","molecular entity","peripheral T-cell lymphoma",2
"human","molecular entity","cutaneous T cell lymphoma",2
"human","cyanides","hematologic cancer",2
"human","cyanides","hematopoietic system disease",2
"human","chemical entity","mature T-cell and NK-cell lymphoma",2
"human","chemical entity","peripheral T-cell lymphoma",2
"human","chemical entity","cutaneous T cell lymphoma",2
"human","organic heterocyclic compound","mature T-cell and NK-cell lymphoma",2
"human","organic heterocyclic compound","peripheral T-cell lymphoma",2
"human","organic heterocyclic compound","cutaneous T cell lymphoma",2
"human","molecule","mature T-cell and NK-cell lymphoma",2
"human","molecule","peripheral T-cell lymphoma",2
"human","molecule","cutaneous T cell lymphoma",2
"human","piperidines","lymphoma",2
"human","piperidines","non-Hodgkin lymphoma",2
"human","amide","mature T-cell and NK-cell lymphoma",2
"human","amide","peripheral T-cell lymphoma",2
"human","amide","cutaneous T cell lymphoma",2
"human","heteroorganic entity","mature T-cell and NK-cell lymphoma",2
"human","heteroorganic entity","peripheral T-cell lymphoma",2
"human","heteroorganic entity","cutaneous T cell lymphoma",2
"human","pnictogen molecular entity","mature T-cell and NK-cell lymphoma",2
"human","pnictogen molecular entity","peripheral T-cell lymphoma",2
"human","pnictogen molecular entity","cutaneous T cell lymphoma",2
"human","main group molecular entity","mature T-cell and NK-cell lymphoma",2
"human","main group molecular entity","peripheral T-cell lymphoma",2
"human","main group molecular entity","cutaneous T cell lymphoma",2
"human","carbon group molecular entity","mature T-cell and NK-cell lymphoma",2
"human","carbon group molecular entity","peripheral T-cell lymphoma",2
"human","carbon group molecular entity","cutaneous T cell lymphoma",2
"human","cyclic compound","mature T-cell and NK-cell lymphoma",2
"human","cyclic compound","peripheral T-cell lymphoma",2
"human","cyclic compound","cutaneous T cell lymphoma",2
"human","p-block molecular entity","mature T-cell and NK-cell lymphoma",2
"human","p-block molecular entity","peripheral T-cell lymphoma",2
"human","p-block molecular entity","cutaneous T cell lymphoma",2
"human","organic cyclic compound","mature T-cell and NK-cell lymphoma",2
"human","organic cyclic compound","peripheral T-cell lymphoma",2
"human","organic cyclic compound","cutaneous T cell lymphoma",2
"human","organonitrogen compound","mature T-cell and NK-cell lymphoma",2
"human","organonitrogen compound","peripheral T-cell lymphoma",2
"human","organonitrogen compound","cutaneous T cell lymphoma",2
"human","polyatomic entity","mature T-cell and NK-cell lymphoma",2
"human","polyatomic entity","peripheral T-cell lymphoma",2
"human","polyatomic entity","cutaneous T cell lymphoma",2
"human","N-acylpiperidine","lymphoma",2
"human","N-acylpiperidine","non-Hodgkin lymphoma",2
"human","N-acylpiperidine","hematologic cancer",2
"human","N-acylpiperidine","hematopoietic system disease",2
"human","organic amino compound","mature T-cell and NK-cell lymphoma",2
"human","organic amino compound","peripheral T-cell lymphoma",2
"human","organic amino compound","cutaneous T cell lymphoma",2
"human","organic molecular entity","mature T-cell and NK-cell lymphoma",2
"human","organic molecular entity","peripheral T-cell lymphoma",2
"human","organic molecular entity","cutaneous T cell lymphoma",2
"human","nitrogen molecular entity","mature T-cell and NK-cell lymphoma",2
"human","nitrogen molecular entity","peripheral T-cell lymphoma",2
"human","nitrogen molecular entity","cutaneous T cell lymphoma",2
"human","heterocyclic compound","mature T-cell and NK-cell lymphoma",2
"human","heterocyclic compound","peripheral T-cell lymphoma",2
"human","heterocyclic compound","cutaneous T cell lymphoma",2
"human","organic molecule","mature T-cell and NK-cell lymphoma",2
"human","organic molecule","peripheral T-cell lymphoma",2
"human","organic molecule","cutaneous T cell lymphoma",2
"human","lipid","estrogen-receptor positive breast cancer",2
"human","sulfoxide","estrogen-receptor positive breast cancer",2
"human","benzenes","estrogen-receptor positive breast cancer",2
"human","chlorine molecular entity","estrogen-receptor positive breast cancer",2
"human","chlorobenzenes","estrogen-receptor positive breast cancer",2
"human","fluorine molecular entity","estrogen-receptor positive breast cancer",2
"human","halogen molecular entity","estrogen-receptor positive breast cancer",2
"human","organic heterocyclic compound","estrogen-receptor positive breast cancer",2
"human","hydroxides","estrogen-receptor positive breast cancer",2
"human","organic heteromonocyclic compound","estrogen-receptor positive breast cancer",2
"human","ether","estrogen-receptor positive breast cancer",2
"human","sulfur molecular entity","estrogen-receptor positive breast cancer",2
"human","organic heterobicyclic compound","estrogen-receptor positive breast cancer",2
"human","fulvestrant","estrogen-receptor positive breast cancer",2
"human","organosulfur compound","estrogen-receptor positive breast cancer",2
"human","homocyclic compound","estrogen-receptor positive breast cancer",2
"human","carbocyclic compound","estrogen-receptor positive breast cancer",2
"human","hydrogen molecular entity","estrogen-receptor positive breast cancer",2
